id,default_code,description,name,is_storable,tracking,categ_id:id
product_template_5abbm,5ABBM,"KMC-65M(x2), KCH-19M(x2), KRK-14HM(x2), KRK-15BM, KCT-71M2(x2), KCT-23M3, KMB-33M","KMC-65M(x2), KCH-19M(x2), KRK-14HM(x2), KRK-15BM, KCT-71M2(x2), KCT-23M3, KMB-33M",TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_5abbmm,5ABBMM,"KMC-65M(x2), KCH-19M(x2), KRK-14HM(x2), KRK-15BM(x2), KCT-71M2(x2), KCT-71M4, KCT-23M3(x2), KMB-33M(x2)","KMC-65M(x2), KCH-19M(x2), KRK-14HM(x2), KRK-15BM(x2), KCT-71M2(x2), KCT-71M4, KCT-23M3(x2), KMB-33M(x2)",TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_5abbmm_mr,5ABBMM-MR,"KMC-65M(x2), KCH-19M(x2), KRK-14HM(x2), KRK-15BM(x2), KCT-71M2(x2), KCT-71M4, KCT-23M3(x2), KMB-33M(x2), KES-5A(x2), KAP-2(x2)","KMC-65M(x2), KCH-19M(x2), KRK-14HM(x2), KRK-15BM(x2), KCT-71M2(x2), KCT-71M4, KCT-23M3(x2), KMB-33M(x2), KES-5A(x2), KAP-2(x2)",TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_5abm,5ABM,"KMC-65M, KCH-19M, KRK-14HM, KRK-15BM, KCT-71M2, KCT-23M3, KMB-33M ","KMC-65M, KCH-19M, KRK-14HM, KRK-15BM, KCT-71M2, KCT-23M3, KMB-33M ",TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_5abmm,5ABMM,"KMC-65M, KCH-19M, KRK-14HM, KRK-15BM(x2), KCT-71M2, KCT-71M4, KCT-23M3(x2), KMB-33M(x2)","KMC-65M, KCH-19M, KRK-14HM, KRK-15BM(x2), KCT-71M2, KCT-71M4, KCT-23M3(x2), KMB-33M(x2)",TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_5abmm_mr,5ABMM-MR,"KMC-65M, KCH-19M, KRK-14HM, KRK-15BM(x2), KCT-71M2, KCT-71M4, KCT-23M3(x2), KMB-33M(x2), KES-5A(x2), KAP-2(x2)","KMC-65M, KCH-19M, KRK-14HM, KRK-15BM(x2), KCT-71M2, KCT-71M4, KCT-23M3(x2), KMB-33M(x2), KES-5A(x2), KAP-2(x2)",TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_5affm,5AFFM,"KMC-65M(x2), KCH-20RM(x2), KRK-15BM, KCT-71M2(x2), KCT-23M3, KMB-33M, KES-5A(x2), KCT-72M(x2)","KMC-65M(x2), KCH-20RM(x2), KRK-15BM, KCT-71M2(x2), KCT-23M3, KMB-33M, KES-5A(x2), KCT-72M(x2)",TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_5affmm,5AFFMM,"KMC-65M(x2), KCH-20RM(x2), KRK-15BM(x2), KCT-71M2(x2), KCT-71M4, KCT-23M3(x2), KMB-33M(x2), KES-5A(x2), KCT-72M(x2)","KMC-65M(x2), KCH-20RM(x2), KRK-15BM(x2), KCT-71M2(x2), KCT-71M4, KCT-23M3(x2), KMB-33M(x2), KES-5A(x2), KCT-72M(x2)",TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_5affmm_mr,5AFFMM-MR,"KMC-65M(x2), KCH-20RM(x2), KRK-15BM(x2), KCT-71M2(x2), KCT-71M4, KCT-23M3(x2), KMB-33M(x2), KES-5A(x2), KAP-2(x2)","KMC-65M(x2), KCH-20RM(x2), KRK-15BM(x2), KCT-71M2(x2), KCT-71M4, KCT-23M3(x2), KMB-33M(x2), KES-5A(x2), KAP-2(x2)",TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_5afm,5AFM,"KMC-65M, KCH-20RM, KRK-15BM, KCT-71M2, KCT-23M3, KMB-33M, KES-5A, KCT-72M","KMC-65M, KCH-20RM, KRK-15BM, KCT-71M2, KCT-23M3, KMB-33M, KES-5A, KCT-72M",TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_5afmm,5AFMM,"KMC-65M, KCH-20RM, KRK-15BM(x2), KCT-71M2, KCT-71M4, KCT-23M3(x2), KMB-33M(x2), KES-5A, KCT-72M","KMC-65M, KCH-20RM, KRK-15BM(x2), KCT-71M2, KCT-71M4, KCT-23M3(x2), KMB-33M(x2), KES-5A, KCT-72M",TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_5afmm_mr,5AFMM-MR,"KMC-65M, KCH-20RM, KRK-15BM(x2), KCT-71M2, KCT-71M4, KCT-23M3(x2), KMB-33M(x2), KES-5A(x2), KAP-2(x2)","KMC-65M, KCH-20RM, KRK-15BM(x2), KCT-71M2, KCT-71M4, KCT-23M3(x2), KMB-33M(x2), KES-5A(x2), KAP-2(x2)",TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_5ahm,5AHM,"KCH-21RM, KRK-15BM, KCT-77M2, KCT-23M3, KMB-33M","KCH-21RM, KRK-15BM, KCT-77M2, KCT-23M3, KMB-33M",TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_5ahmm,5AHMM,"KCH-21RM, KRK-15BM(x2), KCT-77M2, KCT-71M4, KCT-23M3(x2), KMB-33M(x2)","KCH-21RM, KRK-15BM(x2), KCT-77M2, KCT-71M4, KCT-23M3(x2), KMB-33M(x2)",TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_5ahmm_mr,5AHMM-MR,"KCH-21RM, KRK-15BM(x2), KCT-77M2, KCT-71M4, KCT-23M3(x2), KMB-33M(x2), KES-5A(x2), KAP-2(x2)","KCH-21RM, KRK-15BM(x2), KCT-77M2, KCT-71M4, KCT-23M3(x2), KMB-33M(x2), KES-5A(x2), KAP-2(x2)",TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_6abbmig,6ABBMIG,"KMC-65M(x2), KCH-19M(x2), KRK-14HM(x2), KCT-71M2(x2), KCT-23M4, KCT-18, KMB-36","KMC-65M(x2), KCH-19M(x2), KRK-14HM(x2), KCT-71M2(x2), KCT-23M4, KCT-18, KMB-36",TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_6abmig,6ABMIG,"KMC-65M, KCH-19M, KRK-14HM, KCT-71M2, KCT-23M4, KCT-18, KMB-36","KMC-65M, KCH-19M, KRK-14HM, KCT-71M2, KCT-23M4, KCT-18, KMB-36",TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_6affmig,6AFFMIG,"KMC-65M(x2), KCH-20RM(x2), KCT-71M2(x2), KCT-23M4, KCT-72M(x2), KES-5A(x2), KCT-18, KMB-36","KMC-65M(x2), KCH-20RM(x2), KCT-71M2(x2), KCT-23M4, KCT-72M(x2), KES-5A(x2), KCT-18, KMB-36",TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_6afmig,6AFMIG,"KMC-65M, KCH-20RM, KCT-71M2, KCT-23M4, KCT-72M, KES-5A, KCT-18, KMB-36","KMC-65M, KCH-20RM, KCT-71M2, KCT-23M4, KCT-72M, KES-5A, KCT-18, KMB-36",TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_6afmmig,6AFMMIG,"KMC-65M, KCH-20RM, KCT-71M2, KCT-23M4(x2), KCT-72M, KES-5A, KCT-18(x2), KMB-36 (x2), KCT-71M4","KMC-65M, KCH-20RM, KCT-71M2, KCT-23M4(x2), KCT-72M, KES-5A, KCT-18(x2), KMB-36 (x2), KCT-71M4",TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_6ahmig,6AHMIG,"KCH-21RM, KCT-77M2, KCT-23M4, KCT-18, KMB-36","KCH-21RM, KCT-77M2, KCT-23M4, KCT-18, KMB-36",TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_d32_0456_03,D32-0456-03,Channel stopper for NX-1000 series Basic(No Display) model,Channel stopper for NX-1000 series Basic(No Display) model,TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_e30_3410_05,E30-3410-05,2 pin Clone Cable,2 pin Clone Cable,TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_ga25mcx,GA25MCX,Garmin On-dash Style Magnetic base GPS Antenna for GPS15XL-W</p><p>Note: shipped loose only; Install GA25MCX antenna to GPS15XL-W before vehicle install.,Garmin On-dash Style Magnetic base GPS Antenna for GPS15XL-W,TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_gps15xl_w,GPS15XL-W,Garmin Internal GPS Receiver Board for NEXEDGE/FleetSync AVL</p><p>Note: </p><p>• Conventional operation only. </p><p>• Requires GA25 MCX GPS antenna. </p><p>• Refer to www.garmin.com for GPS-15XL-W technical specifications.</p><p>• Option: Order L-1874 for Kenwood Long Beach installation.,Garmin Internal GPS Receiver Board for NEXEDGE/FleetSync AVL,TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_kap_2,KAP-2,Horn Alert/P.A. Relay Option</p><p>Note: For mid power mobiles (NX-5700/5700B/5800/5800B/5900/5900B) only.,Horn Alert/P.A. Relay Option,TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_kas_10,KAS-10,"FleetSync & NEXEDGE AVL & Messaging Software</p><p>with NEXEDGE Trunking VoIP Dispatch </p><p>Note: </p><p>- Users can chose to operate Messaging, AVL or VoIP or all three if desired. Compatible with </p><p>Windows® XP, VISTA & 7 and Microsoft®MapPoint®2006/2009/2010 (certain format bitmap images can be imported). Refer to KAS-10 product spec sheets and manuals for details.</p><p>- NEXEDGE Gen2, Type-D Trunking and DMR System not supported.",FleetSync & NEXEDGE AVL & Messaging Software,TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_kbh_10,KBH-10,Spring action belt clip,Spring action belt clip,TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_kbh_11,KBH-11,"Spring action belt clip (2.5"")","Spring action belt clip (2.5"")",TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_kbh_8ds,KBH-8DS,Leather swivel belt loop with portable D-Ring attachment ,Leather swivel belt loop with portable D-Ring attachment ,TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_kbp_5,KBP-5,AA Alkaline Refillable Battery Pack (6 AA; 9V) cells not included,AA Alkaline Refillable Battery Pack (6 AA; 9V) cells not included,TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_kbp_8m2,KBP-8M2,AA Alkaline Refillable Battery Pack (12 AA: 9V). Cells not included.</p><p>Note: The color of the case is International Orange.,AA Alkaline Refillable Battery Pack (12 AA: 9V). Cells not included.,TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_kch_19m,KCH-19M,Basic Control Panel                                                                                                                                                                                                                                            ,Basic Control Panel                                                                                                                                                                                                                                            ,TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_kch_20rm,KCH-20RM,Full Featured Remote Control Panel</p><p>Note: </p><p>- Remote configuration only. No Internal Speaker included. KES-5A is required.</p><p>- microSD License (KWD-5002SD) and Bluetooth SPP License (KWD-5003BT) are NOT required for both KCH-20RM and connected RF Decks.KCH-20RM and connected RF Decks can be used of  microSD and Bluetooth SPP with NO License Activation.</p><p>,Full Featured Remote Control Panel,TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_kch_21rm,KCH-21RM,Hand Held Control Head for Long Cable  *Requires KCT-77M2 (17 ft.)</p><p>Note:</p><p>- Bluetooth SPP License (KWD-5003BT) is NOT required for both KCH-21RM and connected RF Decks.KCH-21RM has built-in Bluetooth SPP license that will also activate the connected RF Decks.,Hand Held Control Head for Long Cable  *Requires KCT-77M2 (17 ft.),TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_kch_21rm_s,KCH-21RM-S,Hand Held Control Head with Short Cable (4 ft.)</p><p>Note:</p><p>- Bluetooth SPP License (KWD-5003BT) is NOT required for both KCH-21RM and connected RF Decks.KCH-21RM has built-in Bluetooth SPP license that will also activate the connected RF Decks.,Hand Held Control Head with Short Cable (4 ft.),TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_kct_18,KCT-18,Ignition sense cable</p><p>Note: For high power mobiles (NX-5600HB/5700HB) only.,Ignition sense cable,TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_kct_23m,KCT-23M,"DC Cable, 35-50W, 10 feet</p><p>Note: For mid power mobiles (NX-5700/5700B/5800/5800B/5900/5900B) only.","DC Cable, 35-50W, 10 feet",TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_kct_23m2,KCT-23M2,"DC Cable, 75-110W, 10 feet</p><p>Note: For high power mobiles (NX-5600HB/5700HB) only.","DC Cable, 75-110W, 10 feet",TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_kct_23m3,KCT-23M3,"DC Cable, 35-50W, 23 feet</p><p>Note: For mid power mobiles (NX-5700/5700B/5800/5800B/5900/5900B) only.","DC Cable, 35-50W, 23 feet",TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_kct_23m4,KCT-23M4,"DC Cable, 75/110W, 23 feet</p><p>Note: For high power mobiles (NX-5600HB/5700HB) only.","DC Cable, 75/110W, 23 feet",TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_kct_46,KCT-46,Ignition sense cable </p><p>Note: For mid power mobiles (NX-5700/5700B/5800/5800B/5900/5900B) only.,Ignition sense cable ,TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_kct_48vu,KCT-48VU,External Vibration Unit</p><p>Note:  Audio accessories cannot be used when this option installed.</p><p>KCT-48VU does not support the P25 digital mode calling or paging features</p><p>[Intrinsically Safe Option],External Vibration Unit,TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_kct_51,KCT-51,Hirose 6-pin Adapter (adapts KVL/aftermarket audio acc. to portable connector)</p><p>[Intrinsically Safe Option],Hirose 6-pin Adapter (adapts KVL/aftermarket audio acc. to portable connector),TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_kct_60m,KCT-60M,DB15-to-15pin Molex Adapter Cable,DB15-to-15pin Molex Adapter Cable,TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_kct_71a100,KCT-71A100,KCT-71A Extended Control Head Cable (up to 100 ft. max.)</p><p>Note: Please specify exact length at 1ft. increments when ordering.</p><p>Caution: Extended control head cables exhibit a loss in speaker audio power to the control heads.,KCT-71A Extended Control Head Cable (up to 100 ft. max.),TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_kct_71a50,KCT-71A50,KCT-71A Extended Control Head Cable (up to 50 ft. max.)</p><p>Note: Please specify exact length at 1ft. increments when ordering.</p><p>Caution: Extended control head cables exhibit a loss in speaker audio power to the control heads.,KCT-71A Extended Control Head Cable (up to 50 ft. max.),TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_kct_71m2,KCT-71M2,Remote Control Cable (17 feet),Remote Control Cable (17 feet),TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_kct_71m3,KCT-71M3,Remote Control Cable (25 feet),Remote Control Cable (25 feet),TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_kct_71m4,KCT-71M4,Remote Control Cable (1.6 feet),Remote Control Cable (1.6 feet),TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_kct_72m,KCT-72M,External Accessory Connection Cable for KCH-19M / KCH-20RM,External Accessory Connection Cable for KCH-19M / KCH-20RM,TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_kct_77m2,KCT-77M2,Remote Control Cable for KCH-21RM (17 feet),Remote Control Cable for KCH-21RM (17 feet),TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_kct_90usb,KCT-90USB,USB Mobile Cable for SD Card Direct Access Support</p><p>Note: microSD function requires KWD-5002SD license.,USB Mobile Cable for SD Card Direct Access Support,TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_kct_91mrs,KCT-91MRS,DB25 Cable for Mobile Relay Station (Conventional Only)</p><p>Note: </p><p>- Mobile Relay Station requires Multi RF Deck Configuration.</p><p>- Built-in GPS and Bluetooth are not available with Mobile Relay Station.</p><p>- DMR mode is not available,DB25 Cable for Mobile Relay Station (Conventional Only),TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_kep_1,KEP-1,3.5mm earphone kit for KMC-41/42W/54W/70M/72W Speaker Mics</p><p>[Intrinsically Safe Option],3.5mm earphone kit for KMC-41/42W/54W/70M/72W Speaker Mics,TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_kep_2,KEP-2,2.5mm earphone kit for KMC-49 Speaker Mic</p><p>[Intrinsically Safe Option],2.5mm earphone kit for KMC-49 Speaker Mic,TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_kes_5a,KES-5A,"External speaker, 40W max input</p><p>Note: Requires KCT-72M to connect to Remote Control Head","External speaker, 40W max input",TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_kes_8k,KES-8K,"External speaker, 10W, 4-Ohm, 3.5mm phone plug","External speaker, 10W, 4-Ohm, 3.5mm phone plug",TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_khs_10dc_bh,KHS-10DC-BH,Hvy-duty Behind-the-head Headset W/boom Mic Earcup-mounted PTT with NRR of 24dB</p><p>[Intrinsically Safe Option],Hvy-duty Behind-the-head Headset W/boom Mic Earcup-mounted PTT with NRR of 24dB,TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_khs_10dc_oh,KHS-10DC-OH,Hvy-duty Over-the-head Headset W/boom Mic Earcup-mounted PTT with NRR of 24dB [Intrinsically Safe Option],Hvy-duty Over-the-head Headset W/boom Mic Earcup-mounted PTT with NRR of 24dB [Intrinsically Safe Option],TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_khs_11bl,KHS-11BL,"2-wire palm mic w/earphone, universal connector (Black)</p><p>[Intrinsically Safe Option]","2-wire palm mic w/earphone, universal connector (Black)",TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_khs_12bl,KHS-12BL,"3-wire mini lapel mic w/earphone, universal connector (Black)</p><p>Note: NOT compatible with TDMA operations</p><p>[Intrinsically Safe Option]","3-wire mini lapel mic w/earphone, universal connector (Black)",TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_khs_14c,KHS-14C,Lt. Wt. Single muff headset w/boom mic & In-line PTT</p><p>Note: Operating & Storage temperature is -4°F to 122°F (-20°C to 50°C),Lt. Wt. Single muff headset w/boom mic & In-line PTT,TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_khs_15dc_bh,KHS-15DC-BH,Hvy-duty behind-the-headset w/boom mic & earcup-mounted PTT with NRR of 24dB </p><p>[Intrinsically Safe Option],Hvy-duty behind-the-headset w/boom mic & earcup-mounted PTT with NRR of 24dB ,TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_khs_15d_oh,KHS-15D-OH,Hvy-duty noise reduction over-the-headset w/noise cancelling boom mic & PTT</p><p>[Intrinsically Safe Option],Hvy-duty noise reduction over-the-headset w/noise cancelling boom mic & PTT,TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_khs_22a,KHS-22A,Behind-the-Head Headset with flexible boom mic and in-line PTT single ear receiver (low profile wire head band)</p><p>[Intrinsically Safe Option],Behind-the-Head Headset with flexible boom mic and in-line PTT single ear receiver (low profile wire head band),TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_khs_26,KHS-26,Clip Mic w/earphone,Clip Mic w/earphone,TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_khs_27a,KHS-27A,D-Ring Ear Hanger w/PTT & Mic,D-Ring Ear Hanger w/PTT & Mic,TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_khs_31c,KHS-31C,C-Ring Ear Hanger w/PTT & Mic,C-Ring Ear Hanger w/PTT & Mic,TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_khs_7ac,KHS-7AC,Lt. Wt Single muff headset w/boom mic & in-line PTT</p><p>Note: Operating & Storage temperature is -4°F to 122°F (-20°C to 50°C),Lt. Wt Single muff headset w/boom mic & in-line PTT,TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_khs_7c,KHS-7C,Single muff headset w/boom mic no PTT</p><p>Note: Operating & Storage temperature is -4°F to 122°F (-20°C to 50°C),Single muff headset w/boom mic no PTT,TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_khs_8bl,KHS-8BL,Two-Wire palm mic w/earphone (black)</p><p>[Intrinsically Safe Option],Two-Wire palm mic w/earphone (black),TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_khs_9bl,KHS-9BL,Three-Wire lapel mic w/earphone (black)</p><p>Note: Available for Analog and NXDN (FDMA) only. NOT compatible with DMR (TDMA) operations.,Three-Wire lapel mic w/earphone (black),TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_klf_2,KLF-2,"Line Filter (suppresses alternator whine, 25dB, 25A max).","Line Filter (suppresses alternator whine, 25dB, 25A max).",TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_klh_137st,KLH-137ST,Firemen's Heavy-Duty Leather Shoulder Strap for a Heavy-Duty Leather Case,Firemen's Heavy-Duty Leather Shoulder Strap for a Heavy-Duty Leather Case,TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_klh_187,KLH-187,Nylon case for NX-1200/1300 srs,Nylon case for NX-1200/1300 srs,TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_klh_200k3,KLH-200K3,Heavy duty leather carrying case for NX-5000 series with KNB-L1/L2/L3/LS5CU</p><p>(for both keypad models),Heavy duty leather carrying case for NX-5000 series with KNB-L1/L2/L3/LS5CU,TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_klh_201k3,KLH-201K3,Nylon carrying case for NX-5000-series with KNB-L1/L2/L3/LS5CU</p><p>(for both keypad models),Nylon carrying case for NX-5000-series with KNB-L1/L2/L3/LS5CU,TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_klh_206k,KLH-206K,Heavy-Duty Leather Case w/Swivel Belt Loop for Basic Model,Heavy-Duty Leather Case w/Swivel Belt Loop for Basic Model,TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_klh_206k2,KLH-206K2,Heavy-Duty Leather Case w/Swivel Belt Loop for Standard Keypad Model,Heavy-Duty Leather Case w/Swivel Belt Loop for Standard Keypad Model,TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_klh_206k3,KLH-206K3,Heavy-Duty Leather Case w/Swivel Belt Loop for Full Keypad Model,Heavy-Duty Leather Case w/Swivel Belt Loop for Full Keypad Model,TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_klh_207k,KLH-207K,Nylon carrying case for Basic Model,Nylon carrying case for Basic Model,TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_klh_207k2,KLH-207K2,Nylon carrying case for Standard Keypad Model,Nylon carrying case for Standard Keypad Model,TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_klh_207k3,KLH-207K3,Nylon carrying case for Full Keypad Model,Nylon carrying case for Full Keypad Model,TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_klh_6sw,KLH-6SW,Leather swivel belt loop / detachable swivel D-Ring back,Leather swivel belt loop / detachable swivel D-Ring back,TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_kmb_10,KMB-10,Key lock adapter</p><p>Note: For mid power mobiles (NX-5700/5700B/5800/5800B/5900/5900B) only.,Key lock adapter,TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_kmb_16,KMB-16,Six Unit Charger Adapter for the KSC-16/20/24/25/25L chargers</p><p>(chargers not included),Six Unit Charger Adapter for the KSC-16/20/24/25/25L chargers,TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_kmb_23,KMB-23,Six Unit Charger Adapter for the KSC-16/20/24/25/25L/32 chargers</p><p>(chargers not included),Six Unit Charger Adapter for the KSC-16/20/24/25/25L/32 chargers,TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_kmb_28ak,KMB-28AK,Six Unit Charger Adapter for the KSC-35SK chargers</p><p>(chargers not included)</p><p>Note:  A supplied in-line AC-DC switching power supply with six DC plugs supply  installed KSC-xx charger bases. This unit is lower profile and less weight than similar Kenwood six unit charger adapters.,Six Unit Charger Adapter for the KSC-35SK chargers,TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_kmb_33m,KMB-33M,Mounting Bracket </p><p>Note: For mid power mobiles (NX-5700/5700B/5800/5800B/5900/5900B) only.,Mounting Bracket ,TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_kmb_34,KMB-34,Control Station Mounting Case for KPS-15 Power Supply with mobile</p><p>Note: For mid power mobiles (NX-5700/5700B/5800/5800B/5900/5900B) only.,Control Station Mounting Case for KPS-15 Power Supply with mobile,TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_kmb_36,KMB-36,Mounting Bracket</p><p>Note: For high power mobiles (NX-5600HB/5700HB) only.,Mounting Bracket,TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_kmb_526k,KMB-526K,Wall Mount Bracket for KSC-526K,Wall Mount Bracket for KSC-526K,TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_kmc_21a,KMC-21A,Compact speaker microphone</p><p>[Intrinsically Safe Option],Compact speaker microphone,TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_kmc_40,KMC-40,"MIL-SPEC, Speaker Mic. with Antenna Connector</p><p>Note:  5/16"" Coax cable hex wrench included (antenna is not included).</p><p>[Intrinsically Safe Option]","MIL-SPEC, Speaker Mic. with Antenna Connector",TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_kmc_45d,KMC-45D,"MIL-SPEC, IP54/55 Speaker microphone (Built-in 2.5mm miniature earphone jack)</p><p>Note: KMC-45 (Non D version) is not compatible with DMR (TDMA) operaiton.</p><p>[Intrinsically Safe Option]","MIL-SPEC, IP54/55 Speaker microphone (Built-in 2.5mm miniature earphone jack)",TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_kmc_49,KMC-49,"MIL-SPEC, Speaker Mic. with Antenna Connector</p><p>Note:  5/16"" Coax cable hex wrench included (antenna is not included).</p><p>[Intrinsically Safe Option]","MIL-SPEC, Speaker Mic. with Antenna Connector",TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_kmc_59c,KMC-59C,Control Station Desktop Microphone (8-pin mod. plug),Control Station Desktop Microphone (8-pin mod. plug),TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_kmc_65m,KMC-65M,MIL-SPEC Standard electret mobile microphone (8-pin mod. plug),MIL-SPEC Standard electret mobile microphone (8-pin mod. plug),TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
